huc8,Pop_group,Pop_ws_age_true,Pop_ws_age
17010214,10 to 14 years,168.789410201087,168.789410201087
17010214,15 to 17 years,134.070356402771,134.070356402771
17010214,18 and 19 years,49.921410500976,49.921410500976
17010214,20 years,27.8453739925547,27.8453739925547
17010214,21 years,26.8594396468568,26.8594396468568
17010214,22 to 24 years,43.6805028600399,43.6805028600399
17010214,25 to 29 years,87.2143469906842,87.2143469906842
17010214,30 to 34 years,79.9837716495581,79.9837716495581
17010214,35 to 39 years,85.491775782858,85.491775782858
17010214,40 to 44 years,128.906376133785,128.906376133785
17010214,45 to 49 years,123.465683431551,123.465683431551
17010214,5 to 9 years,93.6974755455474,93.6974755455474
17010214,50 to 54 years,172.910954617444,172.910954617444
17010214,55 to 59 years,164.582277720545,164.582277720545
17010214,60 and 61 years,59.5700714875395,59.5700714875395
17010214,62 to 64 years,139.159558531708,139.159558531708
17010214,65 and 66 years,100.3472110705,100.3472110705
17010214,67 to 69 years,97.6914736694153,97.6914736694153
17010214,70 to 74 years,69.3716319693533,69.3716319693533
17010214,75 to 79 years,80.0419447640645,80.0419447640645
17010214,80 to 84 years,47.28394973301,47.28394973301
17010214,85 years and over,28.8923790034636,28.8923790034636
17010214,Under 5 years,83.8822075888945,83.8822075888945
17010215,10 to 14 years,39.3811944676963,39.3811944676963
17010215,15 to 17 years,24.5299216245367,24.5299216245367
17010215,18 and 19 years,14.7336748411007,14.7336748411007
17010215,20 years,6.46585007201476,6.46585007201476
17010215,21 years,6.87518444556192,6.87518444556192
17010215,22 to 24 years,8.71813711386764,8.71813711386764
17010215,25 to 29 years,25.4009654840993,25.4009654840993
17010215,30 to 34 years,23.1190976122456,23.1190976122456
17010215,35 to 39 years,37.8245489328521,37.8245489328521
17010215,40 to 44 years,28.3858934020574,28.3858934020574
17010215,45 to 49 years,42.3257764059822,42.3257764059822
17010215,5 to 9 years,27.9530394280984,27.9530394280984
17010215,50 to 54 years,74.7222389567157,74.7222389567157
17010215,55 to 59 years,84.712703773035,84.712703773035
17010215,60 and 61 years,23.014254060927,23.014254060927
17010215,62 to 64 years,51.8484705066971,51.8484705066971
17010215,65 and 66 years,27.4308109725747,27.4308109725747
17010215,67 to 69 years,44.7326608189905,44.7326608189905
17010215,70 to 74 years,57.3121989484056,57.3121989484056
17010215,75 to 79 years,24.3067547532148,24.3067547532148
17010215,80 to 84 years,22.1606685721872,22.1606685721872
17010215,85 years and over,18.2878704154061,18.2878704154061
17010215,Under 5 years,44.6734991589889,44.6734991589889
17010216,10 to 14 years,445.526315909546,445.526315909546
17010216,15 to 17 years,261.33816901118,261.33816901118
17010216,18 and 19 years,158.625824849296,158.625824849296
17010216,20 years,45.024642060592,45.024642060592
17010216,21 years,89.3253475957403,89.3253475957403
17010216,22 to 24 years,144.169051139707,144.169051139707
17010216,25 to 29 years,291.552338911599,291.552338911599
17010216,30 to 34 years,272.52154291236,272.52154291236
17010216,35 to 39 years,346.125385056652,346.125385056652
17010216,40 to 44 years,356.39591612833,356.39591612833
17010216,45 to 49 years,415.964861130202,415.964861130202
17010216,5 to 9 years,349.061888440104,349.061888440104
17010216,50 to 54 years,600.748089304081,600.748089304081
17010216,55 to 59 years,652.954532756065,652.954532756065
17010216,60 and 61 years,244.013814569092,244.013814569092
17010216,62 to 64 years,430.069149611245,430.069149611245
17010216,65 and 66 years,249.915542655383,249.915542655383
17010216,67 to 69 years,367.060741957307,367.060741957307
17010216,70 to 74 years,530.994010448909,530.994010448909
17010216,75 to 79 years,240.334612712315,240.334612712315
17010216,80 to 84 years,185.559856465688,185.559856465688
17010216,85 years and over,195.678853738239,195.678853738239
17010216,Under 5 years,390.433621172466,390.433621172466
17010303,10 to 14 years,30.4320556886357,30.4320556886357
17010303,15 to 17 years,18.582313272707,18.582313272707
17010303,18 and 19 years,9.92937632287458,9.92937632287458
17010303,20 years,2.13969231880916,2.13969231880916
17010303,21 years,2.66365402106887,2.66365402106887
17010303,22 to 24 years,8.67339999101814,8.67339999101814
17010303,25 to 29 years,23.1770426421068,23.1770426421068
17010303,30 to 34 years,5.80456250036638,5.80456250036638
17010303,35 to 39 years,15.8855778908611,15.8855778908611
17010303,40 to 44 years,24.1210315239252,24.1210315239252
17010303,45 to 49 years,34.5669549533603,34.5669549533603
17010303,5 to 9 years,15.919991543045,15.919991543045
17010303,50 to 54 years,31.4834538379561,31.4834538379561
17010303,55 to 59 years,31.956608148463,31.956608148463
17010303,60 and 61 years,14.526952697233,14.526952697233
17010303,62 to 64 years,18.1916726423818,18.1916726423818
17010303,65 and 66 years,6.40157704858216,6.40157704858216
17010303,67 to 69 years,10.4301425703362,10.4301425703362
17010303,70 to 74 years,16.1134418695701,16.1134418695701
17010303,75 to 79 years,7.0359639157948,7.0359639157948
17010303,80 to 84 years,4.82654359185202,4.82654359185202
17010303,85 years and over,1.88300909592979,1.88300909592979
17010303,Under 5 years,12.2704261818987,12.2704261818987
17010305,10 to 14 years,13802.1992451353,13802.1992451353
17010305,15 to 17 years,7852.65580077866,7852.65580077866
17010305,18 and 19 years,5255.23074747627,5255.23074747627
17010305,20 years,3068.56326672264,3068.56326672264
17010305,21 years,3385.5886739134,3385.5886739134
17010305,22 to 24 years,8113.28138346755,8113.28138346755
17010305,25 to 29 years,15934.8867766935,15934.8867766935
17010305,30 to 34 years,14668.2903825574,14668.2903825574
17010305,35 to 39 years,13042.2201439433,13042.2201439433
17010305,40 to 44 years,12296.6371531511,12296.6371531511
17010305,45 to 49 years,13363.1904501089,13363.1904501089
